song,artist,20241105,20241029,20241022,20241015,20241008,20241001,20240924,20240917,20240910,20240903,20240827,20240823,20240820,20240813,20240806,20240730,20240723,20240716,20240709,20240702,20240625,20240618,20240616,20240611,20240604,20240521,20240519,20240514,20240507,20240430,20240416,20240414,20240409,20240402,20240325,20240319,20240312,20240310,20240305,20240227,20240220,20240213,20240206,20240204,20240130,20240123,20240116,20240109,20240102,20231219,20231212,20231210,20231205,20231128,20231121,20231114,20231107,20231031,20231024,20231017,20231010,20231003,20230926,20230919,20230912,20230905,20230829,20230822,20230815,20230808,20230801,20230725,20230718,20230711,20230704,20230627,20230620,20230613,20230606,20230530,20230523,20230516,20230509,20230502,20230425,20230418,20230411,20230404,20230328,20230321,20230314,20230307,20230228,20230221,20230214,20230207,20230131,20230124,20230117,20230110,20230103,20221227,20221220,20221213,20221206,20221129,20221122,20221115,20221108,20221101,20221025,20221018,20221011,20221004,20220927,20220920,20220913,20220906,20220830,20220823,20220419
Last Christmas,Wham!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,14.5,13.0,,,,,,,,,,,,,,,,
Lava,"Kuana Torres Kahele, Napua Greig, James Ford Murphy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Banana Split,Lio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learn to Fly,Foo Fighters,,,,,,,,,,,,,,,,,,,,11.0,,18.0,,,,,,17.0,25.0,,,,,,,,,,,,,,,6.0,21.0,,,,,,,,,,,,27.0,,,,,,,,,,,10.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,,,,16.0,13.0,,
Les Champs-Élysées,Joe Dassin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Let it Be,The Beatles,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,7.0,,,,2.0,,21.0,11.0,,,,,,,,,,,,,,,17.0,,,15.0,13.0,18.0,,,,,3.0,,,,10.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linger,The Cranberries,,,,,,,,,,,,10.0,,,,23.0,,,3.0,,,,18.0,,,,7.0,,,,,,,5.0,,15.0,,,19.0,,6.0,,,,,,,1.0,30.0,,,,,,,3.0,,,,29.0,,,,5.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,13.5,16.0,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,
Little Lion Man,Mumford and Sons,16.0,,,,8.0,,,,19.0,8.0,,,,22.0,18.0,,26.0,,14.0,,,27.0,,,10.0,,12.0,8.0,,,13.0,15.0,4.0,22.0,23.0,,,7.0,,19.0,22.0,,6.0,17.0,,,,9.0,13.0,12.0,26.0,,,,,,12.0,,14.0,22.0,16.0,18.0,,23.0,15.0,,,24.0,,6.0,6.0,,8.0,,,,,5.0,29.0,,11.0,,22.0,,5.0,,9.0,,12.0,,13.5,,25.0,,,21.0,14.0,,,13.0,15.5,,13.5,14.5,,,15.0,14.5,,,14.0,13.5,14.5,,14.0,15.0,,16.0,,,15.0
Little Talks,Of Monsters And Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Live is Life,Opus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Livin' on a Prayer,Bon Jovi,6.0,,,,,9.0,,,,26.0,,,,,,25.0,,,,19.0,,,,,,,,27.0,26.0,19.0,7.0,,,,,,,23.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,29.0,,14.0,15.0,,,,,17.0,,,,,,,,25.0,5.0,,,,,,,,,,,,,22.0,,,,26.0,15.5,,,,,,,,,,,13.5,,,,15.0,,,,,15.0
Lola,The Kinks,,,,,,10.0,,,,,,,,,,,27.0,,,,21.0,,10.0,,,,,,,,,,,,,,,24.0,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,6.0,,,,,,,,13.0,,,,14.5,,,14.0,,,,,,,,,,,,13.5,14.0,,,,,,
Losing My Religion,R.E.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Machine,Girls Aloud,24.0,,,,,,,,,,7.0,,,,,2.0,,,,,,,,,3.0,,,,23.0,3.0,2.0,,,,,,18.0,,21.0,11.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Me Do,The Beatles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka,Suzanne Vega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macarena (Bayside Boys Remix),Los Del Rio,22.0,,,,,,20.0,,,,,17.0,,23.0,20.0,,23.0,,,,,,,,,,,11.0,,,,,,25.0,,,,,,,,,,,,,24.0,,,,,8.0,,,24.0,,17.0,,,,,,,,,,,,,,,,,10.0,,,,23.0,,29.0,,,,,,,,,,,,,,14.5,,28.0,,,,,,14.0,,,,,,,,,14.0,,,,,,,,13.0,,15.0
Mah Na Mah Na,Mahna Mahna and The Two Snowths,,8.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Man! I Feel Like A Woman!,Shania Twain,,,,,,,,,,,,,,,,,,,20.0,22.0,,,,,,,,,,,,,,,20.0,,19.0,20.0,,,,,,,,,,,,,,,5.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,9.0,,,,,,,14.5,1.0,,,,,,14.5,,,,,,,14.5,13.5,14.0,15.0,,,,,
Material Girl,Madonna,13.0,,,,,,,,,,12.0,,,,,,7.0,,,,,13.0,,,,,23.0,,,,24.0,,,,,,,11.0,,22.0,13.0,,,,,15.0,19.0,,,9.0,,,,,,,,,,11.0,4.0,,27.0,,,,,28.0,,22.0,18.0,,,11.0,,20.0,11.0,16.0,,,,,,18.0,,8.0,22.0,18.0,,18.0,,1.0,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merry Christmas (I Don't Want to Fight Tonight),Ramones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,12.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merry Christmas Everyone,Shakin' Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merry Xmas Everybody,Slade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,14.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,
Minor Moon,Creedence Clearwater Revival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,
Misirlou,Dick Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistletoe and Wine,Cliff Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moi... Lolita,Alizée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monster Mash,Bobby (Boris) Pickett and the Crypt-Kickers,,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,
Moves Like Jagger,Maroon 5 (feat. Christina Aguilera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Jones,Counting Crows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder On The Dancefloor,Sophie Ellis-Bextor,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightcall,Kavinsky,,16.0,5.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not Fair,Lily Allen,,,,24.0,,,,,,14.0,,,,21.0,14.0,,,,,,,6.0,,,12.0,,,9.0,22.0,,21.0,14.0,,,,,6.0,6.0,,,,,,18.0,,,,3.0,,,25.0,3.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,14.0,,13.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing Compares 2 U,Sinéad O'Connor,,,,,,,22.0,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,24.0,21.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,17.0,,,,,23.0,21.0,14.0,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Numb,Linkin Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Canada,Calixa Lavallée,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One Way or Another,Blondie,17.0,22.0,20.0,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paint it, Black",The Rolling Stones,,11.0,,,10.0,,,,,,,,10.0,,,,,,,,,,,,,,22.0,,,,,,26.0,,,,,,18.0,,4.0,,,,,18.0,,,,,,,,,10.0,,13.0,14.0,,,23.0,,,,,9.0,,,,4.0,,,4.0,,,,,,,,,,4.0,,4.0,,,,24.0,,,,,14.5,,,14.0,,,,,,,,,,,,,13.0,,,14.5,13.5,,,17.0,16.0,,,15.0
Pencil Full of Lead,Paolo Nutini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pineapple Mango,Daniel Ho,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price Tag,Jessie J (feat. B.o.B),18.0,,4.0,,,2.0,6.0,,,,,,,,,9.0,,,8.0,,,,19.0,,21.0,,,12.0,,,,,,18.0,,,11.0,,,2.0,,,2.0,11.0,,23.0,,,,25.0,,,,,,,,,,25.0,3.0,11.0,,,,,,,,,,17.0,3.0,,,,,,,,16.0,,,,,27.0,,20.0,,,,6.0,,,,,,,,,15.5,,,,,14.5,,,,,14.0,,,13.5,14.0,,,,,14.0,
Proud Mary,Tina Turner,8.0,,,,,,,,13.0,,,29.0,,,27.0,15.0,,,26.0,,,28.0,,,,26.0,,,27.0,22.0,20.0,,14.0,,,21.0,20.0,,,26.0,,,,,,,,,19.0,,,20.0,10.0,,,10.0,,,,,,7.0,21.0,,,,27.0,17.0,,25.0,,,,,,22.0,6.0,24.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psycho Killer,Talking Heads,,14.0,6.0,,14.0,,,,26.0,,,,,30.0,,,,29.0,,29.0,,,,,24.0,,,,,,16.0,16.0,,,,,,27.0,,,,,20.0,,,12.0,,,5.0,,9.0,9.0,11.0,,,,,27.0,27.0,,,12.0,28.0,12.0,,10.0,14.0,,24.0,,,,20.0,15.0,7.0,,,,,,,6.0,,,,,,,,,,,26.0,14.5,,,,,,6.0,,14.0,13.5,14.5,,,,14.5,,13.0,,13.5,14.5,,14.0,,17.0,16.0,,14.0,15.0
Radio Gaga,Queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re: Your Brains,Jonathan Coulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,
Red Wine Supernova,Chappell Roan,20.0,,,3.0,,,2.0,16.0,10.0,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rehab,Amy Winehouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respect,Aretha Franklin,,,,,,,16.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,17.0,,,16.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripples in the Rockpool,Rita Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riptide,Vance Joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roar,Katy Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Baby,"Ariana Grande, Liz Gillies",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,14.5,13.0,,,,,,,,,,,,,,,,
Sarà Perché Ti Amo,Ricchi E Poveri,5.0,,,,,5.0,18.0,20.0,21.0,18.0,,,21.0,13.0,,,,,18.0,,,17.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Self Control,Laura Branigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set Fire to the Rain,Adele,15.0,,12.0,26.0,16.0,,9.0,,6.0,,,,,,,,,,,,,,,,,20.0,,,,,,,12.0,,,,,,,,,,25.0,,,,,,,,,,24.0,22.0,,,21.0,,,,,24.0,,,27.0,,,,,,7.0,,,26.0,26.0,,,,,,,,26.0,,,,,,,,,15.0,,,,,,,,,15.5,,,,13.0,14.5,15.0,,,,,,,,,,,,,,
Shake It Off,Taylor Swift,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shake It Out,Florence + The Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
She Wolf,Shakira,,,2.0,,9.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,14.0,,,,,,,,,,
Should I Stay or Should I Go,The Clash,,,,,,3.0,,,,,,12.0,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,19.0,,,,,,,,,,,4.0,23.0,28.0,,,2.0,,,,,,,,,14.0,16.0,,,,8.0,16.0,,11.0,,2.0,,,,,1.0,,,,,15.0,,,2.0,,2.0,,,,,,14.5,,,,,,2.0,,,13.5,14.5,,,,,,,,13.5,,13.5,,15.0,17.0,16.0,,14.0,
Silent Night,Taylor Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Since U Been Gone,Kelly Clarkson,23.0,,,10.0,,7.0,13.0,,,,,,,,,11.0,,,,,,,,,,,19.0,23.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,22.0,11.0,,15.0,,,,,,5.0,,,25.0,,,,,,,,23.0,16.0,,,,,,,21.0,,16.0,,13.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sit Down,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So What,P!nk,,,,,,,,23.0,15.0,17.0,16.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somebody that I used to know,Gotye (feat. Kimbra),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somebody to Love,Queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somebody's Watching Me,Rockwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Song For Jedi,Dionysos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Space Oddity,David Bowie,,,,,,,19.0,,,,,,,,,12.0,,16.0,,,,,23.0,23.0,,22.0,,,,,,18.0,,,13.0,,,,,,,,,,,,17.0,,,24.0,,12.0,,,21.0,7.0,,,,,,,,,28.0,11.0,,,,,,,,,,,,,28.0,,,,,,,,,24.0,19.0,14.0,,,,,,,,,,,,,,,,14.5,,,,,14.0,13.5,,13.5,,15.0,17.0,16.0,,,
Spice Up Your Life,Spice Girls,,,,,,30.0,,,,,,,,,,,,,,,,,24.0,,,,,,,15.0,,,2.0,,,,26.0,,,,,,,,,,,6.0,6.0,,,22.0,,,,6.0,,,,,,,20.0,,26.0,,22.0,27.0,,,,,,12.0,,17.0,13.0,,,8.0,,3.0,,2.0,,,7.0,,,4.0,13.5,,21.0,,,24.0,,,14.5,,15.5,,,,,,15.0,,,,,13.5,,,14.0,,,16.0,,14.0,
Stay Stay Stay,Taylor Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,12.0,,,,,,,11.0,,,,,,,,,,,,,,,,,15.0,,,21.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Step Into Christmas,Elton John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuck in the Middle with You,Stealers Wheel,,,,,,,,,,,,7.0,,,19.0,,,,22.0,,,26.0,22.0,,,,,,,,,,,,6.0,,,,,,,,,,,5.0,,,,,,,,,3.0,,1.0,,,,,,,,19.0,12.0,,5.0,3.0,,,2.0,,2.0,,,,,4.0,,,,,,,,,,,21.0,,,,14.5,,6.0,,,,,,,,,,14.5,,,,,14.0,,,13.5,14.0,,,16.0,,,
"Sugar, We're Goin Down",Fall Out Boy,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer of '69,Bryan Adams,,,14.0,,,29.0,5.0,,,,,,,29.0,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,11.0,,,,,,,,,,,,,,,,,,,9.0,,,,14.0,,25.0,,,20.0,,,,,,,,,11.0,,9.0,,21.0,,7.0,,13.5,,,,15.0,,,,,,,14.0,,,,14.5,,,14.5,,14.0,,,,,,,,,,15.0
Sweet Dreams (Are Made of This),Eurythmics,,,,,,,,,,,,,20.0,,,,,,,,23.0,24.0,,25.0,,,,,,,,,,,,,,10.0,11.0,,,,,10.0,24.0,,,20.0,,,,,,,,,,7.0,,19.0,,,9.0,,,,,18.0,,,,,,,,,,12.0,,,10.0,,,,,,,,,7.0,,25.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,
Sympathy for the Devil,The Rolling Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,28.0,,,,22.0,29.0,28.0,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,6.0,,,1.0,,,,,,,,,13.0,,,,14.5,13.0,,,,,,15.0,17.0,,,,
Take A Chance On Me,ABBA,,,,,,,,,,,,,12.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,20.0,,,,,5.0,,,,,16.0,,,,,24.0,,11.0,,24.0,,,,19.0,23.0,,10.0,,,6.0,10.0,,,,,,8.0,,13.0,,,13.0,,,,13.5,22.0,,,16.0,2.0,,,14.5,22.0,,,,,,,15.0,,14.5,,,13.5,14.5,,,,,16.0,,14.0,
Take on Me,a-ha,,,,,,,26.0,,,,,,,,,,,28.0,23.0,,13.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,29.0,,,,,,22.0,17.0,,,,,,,,,22.0,,,,,,,,,,,15.0,,6.0,25.0,24.0,,,,4.0,,,,27.0,,25.0,,,5.0,,,,,14.0,,,,14.0,,,,,15.0,,14.5,,,,,,,,,16.0,,14.0,15.0
Talkin' Bout a Revolution,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tequila,The Champs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
